material_name,material_type,UTS_MPa,Elongation_pct,Elastic_Mod_MPa,Shear_Mod_MPa,Density_gcm3,Thermal_Cond,Brinell_Hard,Poisson_ratio,Max_Temp_F,Embodied_Energy,Mo_max,Ni_max,Fe_max,Ti_max,N_max
SAE-AISI 4817 (G48170) Nickel Steel,Iron Alloy,560.0,23.0,190000.0,73000.0,7.9,52.0,170.0,0.29,410.0,24.0,0.3,3.8,95.9,0.06,0.1
"SAE-AISI 4340 (SNCM439,G43400) Ni-Cr-Mo Steel",Iron Alloy,690.0,12.0,190000.0,73000.0,7.8,44.0,285.0,0.29,430.0,22.0,0.3,2.0,96.3,0.06,0.1
SAE-AISI 6118 (G61180) Chromium-Vanadium Steel,Iron Alloy,470.0,23.0,190000.0,73000.0,7.8,45.0,140.0,0.29,410.0,23.0,0.7,5.5,98.6,0.06,0.1
"SAE-AISI 4145 (SCM445,G41450) Cr-Mo Steel",Iron Alloy,580.0,16.0,190000.0,73000.0,7.8,42.0,310.0,0.29,420.0,20.0,0.25,5.5,97.7,0.06,0.1
SAE-AISI 4720 (G47200) Ni-Cr-Mo Steel,Iron Alloy,490.0,25.0,190000.0,73000.0,7.9,39.0,150.0,0.29,410.0,21.0,0.25,1.2,97.8,0.06,0.1
SAE-AISI 81B45 (G81451) Boron Steel,Iron Alloy,540.0,12.0,190000.0,73000.0,7.8,40.0,180.0,0.29,410.0,20.0,0.15,0.4,98.0,0.06,0.1
SAE-AISI 4028 (G40280) Molybdenum Steel,Iron Alloy,490.0,14.0,190000.0,73000.0,7.8,49.0,170.0,0.29,400.0,19.0,0.3,5.5,98.7,0.06,0.1
SAE-AISI 8627 (G86270) Ni-Cr-Mo Steel,Iron Alloy,500.0,23.0,190000.0,73000.0,7.8,38.0,150.0,0.29,410.0,20.0,0.25,0.7,98.0,0.06,0.1
SAE-AISI 8720 (G87200) Ni-Cr-Mo Steel,Iron Alloy,500.0,25.0,190000.0,73000.0,7.8,39.0,150.0,0.29,410.0,20.0,0.3,0.7,98.0,0.06,0.1
SAE-AISI 5145 (G51450) Chromium Steel,Iron Alloy,560.0,20.0,190000.0,73000.0,7.8,47.0,170.0,0.29,420.0,19.0,0.7,5.5,98.0,0.06,0.1
SAE-AISI 4142 (G41420) Cr-Mo Steel,Iron Alloy,590.0,20.0,190000.0,73000.0,7.8,44.0,180.0,0.29,420.0,20.0,0.25,5.5,97.8,0.06,0.1
SAE-AISI 8645 (G86450) Ni-Cr-Mo Steel,Iron Alloy,600.0,12.0,190000.0,73000.0,7.8,39.0,190.0,0.29,410.0,20.0,0.25,0.7,97.7,0.06,0.1
SAE-AISI 9255 (G92550) Silicon Steel,Iron Alloy,680.0,21.0,190000.0,72000.0,7.7,46.0,200.0,0.29,400.0,20.0,0.7,5.5,97.0,0.06,0.1
SAE-AISI 8615 (G86150) Ni-Cr-Mo Steel,Iron Alloy,480.0,25.0,190000.0,73000.0,7.8,39.0,150.0,0.29,410.0,20.0,0.25,0.7,98.1,0.06,0.1
SAE-AISI 8822 (G88220) Ni-Cr-Mo Steel,Iron Alloy,540.0,23.0,190000.0,73000.0,7.8,38.0,160.0,0.29,420.0,21.0,0.4,0.7,97.8,0.06,0.1
SAE-AISI 4718 (G47180) Ni-Cr-Mo Steel,Iron Alloy,510.0,24.0,190000.0,73000.0,7.9,39.0,150.0,0.29,420.0,21.0,0.4,1.2,97.4,0.06,0.1
SAE-AISI 5130 (G51300) Chromium Steel,Iron Alloy,500.0,12.0,190000.0,73000.0,7.8,45.0,170.0,0.29,420.0,19.0,0.7,5.5,98.1,0.06,0.1
SAE-AISI 8625 (G86250) Ni-Cr-Mo Steel,Iron Alloy,510.0,25.0,190000.0,73000.0,7.8,39.0,150.0,0.29,410.0,20.0,0.25,0.7,98.0,0.06,0.1
SAE-AISI 8630 (G86300) Ni-Cr-Mo Steel,Iron Alloy,540.0,12.0,190000.0,73000.0,7.8,39.0,180.0,0.29,410.0,20.0,0.25,0.7,97.9,0.06,0.1
SAE-AISI 4615 (G46150) Nickel Steel,Iron Alloy,480.0,27.0,190000.0,73000.0,7.9,47.0,150.0,0.29,410.0,22.0,0.3,2.0,97.4,0.06,0.1
SAE-AISI 4037 (G40370) Molybdenum Steel,Iron Alloy,540.0,23.0,190000.0,73000.0,7.8,48.0,160.0,0.29,400.0,19.0,0.3,5.5,98.6,0.06,0.1
"SAE-AISI 5140 (SCr440,G51400) Chromium Steel",Iron Alloy,560.0,12.0,190000.0,73000.0,7.8,45.0,230.0,0.29,420.0,19.0,0.7,5.5,98.1,0.06,0.1
SAE-AISI 8660 (G86600) Ni-Cr-Mo Steel,Iron Alloy,660.0,12.0,190000.0,73000.0,7.8,39.0,200.0,0.29,410.0,20.0,0.25,0.7,97.6,0.06,0.1
SAE-AISI 50B44 (G50441) Boron Steel,Iron Alloy,570.0,22.0,190000.0,73000.0,7.8,46.0,170.0,0.29,410.0,19.0,0.7,5.5,98.5,0.06,0.1
"SAE-AISI 4130 (SCM430,G41300) Cr-Mo Steel",Iron Alloy,530.0,13.0,190000.0,73000.0,7.8,43.0,250.0,0.29,420.0,20.0,0.25,5.5,98.2,0.06,0.1
SAE-AISI 8655 (G86550) Ni-Cr-Mo Steel,Iron Alloy,620.0,23.0,190000.0,73000.0,7.8,39.0,190.0,0.29,410.0,20.0,0.25,0.7,97.6,0.06,0.1
SAE-AISI 4027 (G40270) Molybdenum Steel,Iron Alloy,500.0,23.0,190000.0,73000.0,7.8,49.0,150.0,0.29,400.0,19.0,0.3,5.5,98.7,0.06,0.1
SAE-AISI 4621 (G46210) Nickel Steel,Iron Alloy,500.0,27.0,190000.0,73000.0,7.9,46.0,150.0,0.29,410.0,22.0,0.3,2.0,97.1,0.06,0.1
SAE-AISI 8115 (G81150) Ni-Cr-Mo Steel,Iron Alloy,610.0,15.0,190000.0,73000.0,7.8,43.0,180.0,0.29,410.0,19.0,0.15,0.4,98.4,0.06,0.1
SAE-AISI 8622 (G86220) Ni-Cr-Mo Steel,Iron Alloy,500.0,26.0,190000.0,73000.0,7.8,38.0,150.0,0.29,410.0,20.0,0.25,0.7,98.0,0.06,0.1
SAE-AISI 4150 (G41500) Cr-Mo Steel,Iron Alloy,660.0,12.0,190000.0,73000.0,7.8,42.0,290.0,0.29,420.0,20.0,0.25,5.5,97.7,0.06,0.1
SAE-AISI 8642 (G86420) Ni-Cr-Mo Steel,Iron Alloy,580.0,23.0,190000.0,73000.0,7.8,39.0,170.0,0.29,410.0,20.0,0.25,0.7,97.8,0.06,0.1
"SAE-AISI 5120 (SCr420,G51200) Chromium Steel",Iron Alloy,500.0,16.0,190000.0,73000.0,7.8,47.0,150.0,0.29,420.0,19.0,0.7,5.5,98.3,0.06,0.1
"SAE-AISI 4140 (SCM440,G41400) Cr-Mo Steel",Iron Alloy,690.0,11.0,190000.0,73000.0,7.8,43.0,255.0,0.29,420.0,20.0,0.25,5.5,97.8,0.06,0.1
SAE-AISI 4161 (G41610) Cr-Mo Steel,Iron Alloy,680.0,20.0,190000.0,73000.0,7.8,43.0,200.0,0.29,420.0,20.0,0.35,5.5,97.6,0.06,0.1
SAE-AISI 94B17 (G94171) Boron Steel,Iron Alloy,440.0,25.0,190000.0,73000.0,7.8,39.0,130.0,0.29,410.0,20.0,0.15,0.6,98.3,0.06,0.1
SAE-AISI 4118 (G41180) Cr-Mo Steel,Iron Alloy,500.0,23.0,190000.0,73000.0,7.8,46.0,150.0,0.29,410.0,20.0,0.3,5.5,98.4,0.06,0.1
SAE-AISI 94B30 (G94301) Boron Steel,Iron Alloy,500.0,25.0,190000.0,73000.0,7.8,39.0,150.0,0.29,410.0,20.0,0.15,0.6,98.1,0.06,0.1
SAE-AISI 5150 (G51500) Chromium Steel,Iron Alloy,580.0,21.0,190000.0,73000.0,7.8,49.0,170.0,0.29,420.0,19.0,0.7,5.5,98.0,0.06,0.1
SAE-AISI 51B60 (G51601) Boron Steel,Iron Alloy,660.0,12.0,190000.0,73000.0,7.8,43.0,200.0,0.29,420.0,19.0,0.7,5.5,97.8,0.06,0.1
SAE-AISI 9260 (G92600) Silicon Steel,Iron Alloy,660.0,21.0,190000.0,72000.0,7.7,45.0,200.0,0.29,400.0,20.0,0.7,5.5,96.9,0.06,0.1
"SAE-AISI 4320 (SNCM420,G43200) Ni-Cr-Mo Steel",Iron Alloy,570.0,21.0,190000.0,73000.0,7.9,46.0,200.0,0.29,420.0,22.0,0.3,2.0,97.0,0.06,0.1
"SAE-AISI 8640 (SNCM240,G86400) Ni-Cr-Mo Steel",Iron Alloy,570.0,23.0,190000.0,73000.0,7.8,39.0,170.0,0.29,410.0,20.0,0.25,0.7,97.8,0.06,0.1
SAE-AISI 4042 (G40420) Molybdenum Steel,Iron Alloy,680.0,13.0,190000.0,73000.0,7.8,49.0,200.0,0.29,400.0,19.0,0.3,5.5,98.6,0.06,0.1
SAE-AISI 4620 (G46200) Nickel Steel,Iron Alloy,490.0,16.0,190000.0,73000.0,7.9,47.0,180.0,0.29,410.0,22.0,0.3,2.0,97.4,0.06,0.1
SAE-AISI 50B46 (G50461) Boron Steel,Iron Alloy,540.0,21.0,190000.0,72000.0,7.8,47.0,160.0,0.29,410.0,19.0,0.7,5.5,98.5,0.06,0.1
SAE-AISI 4023 (G40230) Molybdenum Steel,Iron Alloy,440.0,23.0,190000.0,73000.0,7.8,51.0,130.0,0.29,400.0,19.0,0.3,5.5,98.8,0.06,0.1
SAE-AISI 4626 (G46260) Nickel Steel,Iron Alloy,500.0,25.0,190000.0,73000.0,7.8,44.0,150.0,0.29,400.0,20.0,0.25,1.0,98.3,0.06,0.1
SAE-AISI 8740 (G87400) Ni-Cr-Mo Steel,Iron Alloy,580.0,11.0,190000.0,73000.0,7.8,39.0,185.0,0.29,410.0,20.0,0.3,0.7,97.7,0.06,0.1
SAE-AISI 5135 (G51350) Chromium Steel,Iron Alloy,510.0,22.0,190000.0,73000.0,7.8,45.0,150.0,0.29,420.0,19.0,0.7,5.5,98.1,0.06,0.1
"SAE-AISI 4340M (300M,K44220) Silicon-Vanadium Steel",Iron Alloy,2340.0,6.0,190000.0,72000.0,7.8,38.0,710.0,0.29,430.0,26.0,0.45,2.0,94.8,0.06,0.1
SAE-AISI 8617 (G86170) Ni-Cr-Mo Steel,Iron Alloy,470.0,25.0,190000.0,73000.0,7.8,43.0,140.0,0.29,410.0,20.0,0.25,0.7,98.1,0.06,0.1
SAE-AISI 5155 (G51550) Chromium Steel,Iron Alloy,620.0,21.0,190000.0,73000.0,7.8,49.0,190.0,0.29,420.0,19.0,0.7,5.5,97.9,0.06,0.1
SAE-AISI 52100 (G52986) Chromium Steel,Iron Alloy,590.0,10.0,190000.0,72000.0,7.8,47.0,195.0,0.29,430.0,20.0,0.7,5.5,97.3,0.06,0.1
"SAE-AISI 8620 (SNCM220,G86200) Ni-Cr-Mo Steel",Iron Alloy,520.0,13.0,190000.0,73000.0,7.8,39.0,180.0,0.29,410.0,20.0,0.25,0.7,98.0,0.06,0.1
SAE-AISI 4815 (G48150) Nickel Steel,Iron Alloy,550.0,23.0,190000.0,73000.0,7.9,52.0,170.0,0.29,410.0,24.0,0.3,3.8,95.9,0.06,0.1
SAE-AISI 4024 (G40240) Molybdenum Steel,Iron Alloy,600.0,14.0,190000.0,73000.0,7.8,51.0,180.0,0.29,400.0,19.0,0.3,5.5,98.7,0.06,0.1
SAE-AISI 5132 (G51320) Chromium Steel,Iron Alloy,510.0,22.0,190000.0,73000.0,7.8,49.0,150.0,0.29,420.0,19.0,0.7,5.5,98.2,0.06,0.1
SAE-AISI 5160 (G51600) Chromium Steel,Iron Alloy,660.0,12.0,190000.0,73000.0,7.8,43.0,270.0,0.29,420.0,19.0,0.7,5.5,97.8,0.06,0.1
SAE-AISI 8637 (G86370) Ni-Cr-Mo Steel,Iron Alloy,540.0,23.0,190000.0,73000.0,7.8,38.0,160.0,0.29,410.0,20.0,0.25,0.7,97.8,0.06,0.1
SAE-AISI 4419 (G44190) Molybdenum Steel,Iron Alloy,490.0,23.0,190000.0,73000.0,7.9,50.0,150.0,0.29,410.0,20.0,0.6,5.5,98.8,0.06,0.1
SAE-AISI 9254 (G92540) Silicon-Chromium Steel,Iron Alloy,660.0,20.0,190000.0,72000.0,7.7,46.0,200.0,0.29,410.0,20.0,0.7,5.5,97.1,0.06,0.1
SAE-AISI 5147 (G51470) Chromium Steel,Iron Alloy,600.0,20.0,190000.0,73000.0,7.8,46.0,180.0,0.29,420.0,19.0,0.7,5.5,97.8,0.06,0.1
SAE-AISI 4820 (G48200) Nickel Steel,Iron Alloy,570.0,21.0,190000.0,73000.0,7.9,51.0,170.0,0.29,410.0,24.0,0.3,3.8,95.7,0.06,0.1
SAE-AISI 5015 (G50150) Chromium Steel,Iron Alloy,430.0,27.0,190000.0,73000.0,7.8,52.0,130.0,0.29,410.0,19.0,0.7,5.5,99.13,0.06,0.1
SAE-AISI 50B50 (G50501) Boron Steel,Iron Alloy,590.0,22.0,190000.0,73000.0,7.8,45.0,180.0,0.29,410.0,19.0,0.7,5.5,98.2,0.06,0.1
SAE-AISI 4012 (G40120) Molybdenum Steel,Iron Alloy,420.0,23.0,190000.0,73000.0,7.8,51.0,130.0,0.29,400.0,19.0,0.25,5.5,98.9,0.06,0.1
SAE-AISI 4047 (G40470) Molybdenum Steel,Iron Alloy,580.0,23.0,190000.0,73000.0,7.8,48.0,170.0,0.29,400.0,19.0,0.3,5.5,98.5,0.06,0.1
EN 1.1147 (C17E2C) Non-Alloy Steel,Iron Alloy,390.0,12.0,190000.0,73000.0,7.8,51.0,125.0,0.29,400.0,18.0,0.7,5.5,99.25,0.06,0.1
EN 1.0546 (S355NL) Non-Alloy Steel,Iron Alloy,550.0,24.0,190000.0,73000.0,7.8,45.0,160.0,0.29,400.0,23.0,0.13,0.55,99.15,0.06,0.017
EN 1.0402 (C22) Non-Alloy Steel,Iron Alloy,460.0,24.0,190000.0,73000.0,7.8,50.0,130.0,0.29,400.0,19.0,0.1,0.4,99.43,0.06,0.1
SAE-AISI 1042 (G10420) Carbon Steel,Iron Alloy,620.0,14.0,190000.0,73000.0,7.8,52.0,190.0,0.29,400.0,18.0,0.7,5.5,99.0,0.06,0.1
EN 1.0254 (P235TR1) Non-Alloy Steel,Iron Alloy,430.0,27.0,190000.0,73000.0,7.9,50.0,120.0,0.29,400.0,19.0,0.08,0.3,100.0,0.04,0.1
EN 1.0236 (E315) Non-Alloy Steel,Iron Alloy,490.0,23.0,190000.0,73000.0,7.9,52.0,140.0,0.29,400.0,18.0,0.7,5.5,100.0,0.06,0.1
"ASTM A36 (SS400,S275) Structural Carbon Steel",Iron Alloy,480.0,22.0,190000.0,73000.0,7.9,50.0,140.0,0.29,400.0,18.0,0.7,5.5,100.0,0.06,0.1
EN 1.0114 (S235J0) Non-Alloy Steel,Iron Alloy,430.0,25.0,190000.0,73000.0,7.9,52.0,120.0,0.29,400.0,18.0,0.7,5.5,100.0,0.06,0.014
EN 1.0107 (P195TR1) Non-Alloy Steel,Iron Alloy,380.0,29.0,190000.0,73000.0,7.9,51.0,110.0,0.29,400.0,19.0,0.08,0.3,100.0,0.04,0.1
EN 1.0487 (P275NH) Non-Alloy Steel,Iron Alloy,440.0,27.0,190000.0,73000.0,7.8,49.0,130.0,0.29,400.0,20.0,0.08,0.5,99.38,0.03,0.012
EN 1.1181 (C35E) Non-Alloy Steel,Iron Alloy,560.0,19.0,190000.0,73000.0,7.8,42.0,170.0,0.29,400.0,19.0,0.1,0.4,99.18,0.06,0.1
SAE-AISI 1080 (G10800) Carbon Steel,Iron Alloy,770.0,11.0,190000.0,72000.0,7.8,51.0,240.0,0.29,400.0,19.0,0.7,5.5,98.7,0.06,0.1
EN 1.0536 (E470) Non-Alloy Steel,Iron Alloy,710.0,18.0,190000.0,73000.0,7.8,51.0,210.0,0.29,400.0,24.0,0.7,5.5,98.4,0.06,0.02
ASTM A372 Grade A Carbon Steel,Iron Alloy,500.0,22.0,190000.0,73000.0,7.8,52.0,140.0,0.29,400.0,18.0,0.7,5.5,99.85,0.06,0.1
"SAE-AISI 1010 (S10C,G10100) Carbon Steel",Iron Alloy,350.0,22.0,190000.0,73000.0,7.9,47.0,105.0,0.29,400.0,18.0,0.7,5.5,99.62,0.06,0.1
EN 1.0108 (P195TR2) Non-Alloy Steel,Iron Alloy,380.0,29.0,190000.0,73000.0,7.9,50.0,110.0,0.29,400.0,19.0,0.08,0.3,99.98,0.04,0.1
EN 1.0562 (P355N) Non-Alloy Steel,Iron Alloy,550.0,24.0,190000.0,73000.0,7.8,50.0,160.0,0.29,400.0,22.0,0.08,0.5,98.9,0.03,0.012
ASTM A369 Grade FPB Carbon Steel,Iron Alloy,470.0,19.0,190000.0,73000.0,7.8,52.0,140.0,0.29,400.0,18.0,0.7,5.5,99.61,0.06,0.1
EN 1.0261 (E370) Non-Alloy Steel,Iron Alloy,510.0,16.0,190000.0,73000.0,7.8,51.0,150.0,0.29,400.0,18.0,0.7,5.5,100.0,0.06,0.1
SAE-AISI 1055 (G10550) Carbon Steel,Iron Alloy,730.0,11.0,190000.0,72000.0,7.8,51.0,220.0,0.29,400.0,18.0,0.7,5.5,98.9,0.06,0.1
EN 1.0426 (P280GH) Non-Alloy Steel,Iron Alloy,520.0,25.0,190000.0,73000.0,7.8,51.0,150.0,0.29,400.0,19.0,0.7,5.5,99.02,0.06,0.1
EN 1.0528 (C30) Non-Alloy Steel,Iron Alloy,520.0,20.0,190000.0,73000.0,7.8,48.0,150.0,0.29,400.0,19.0,0.1,0.4,99.23,0.06,0.1
EN 1.0491 (S275NL) Non-Alloy Steel,Iron Alloy,440.0,26.0,190000.0,73000.0,7.8,47.0,130.0,0.29,400.0,21.0,0.13,0.35,99.55,0.06,0.017
EN 1.0434 (C17C) Non-Alloy Steel,Iron Alloy,390.0,12.0,190000.0,73000.0,7.9,52.0,135.0,0.29,400.0,18.0,0.7,5.5,99.18,0.06,0.1
ASTM A229 Oil-Tempered Spring Steel,Iron Alloy,1690.0,14.0,190000.0,72000.0,7.8,50.0,520.0,0.29,400.0,19.0,0.7,5.5,99.0,0.06,0.1
EN 1.0070 (E360) Non-Alloy Steel,Iron Alloy,740.0,9.1,190000.0,73000.0,7.9,53.0,210.0,0.29,400.0,18.0,0.7,5.5,100.0,0.06,0.014
SAE-AISI 1030 (G10300) Carbon Steel,Iron Alloy,530.0,14.0,190000.0,73000.0,7.8,51.0,155.0,0.29,400.0,18.0,0.7,5.5,99.12,0.06,0.1
EN 1.0033 (E155) Non-Alloy Steel,Iron Alloy,300.0,17.0,190000.0,73000.0,7.9,53.0,91.0,0.29,400.0,18.0,0.7,5.5,100.0,0.06,0.1
SAE-AISI 1025 (G10250) Carbon Steel,Iron Alloy,450.0,17.0,190000.0,73000.0,7.9,52.0,135.0,0.29,400.0,18.0,0.7,5.5,99.48,0.06,0.1
SAE-AISI 1018 (G10180) Carbon Steel,Iron Alloy,430.0,17.0,190000.0,73000.0,7.9,52.0,135.0,0.29,400.0,18.0,0.7,5.5,99.25,0.06,0.1
EN 1.0453 (P265NL) Non-Alloy Steel,Iron Alloy,490.0,26.0,190000.0,73000.0,7.8,49.0,140.0,0.29,400.0,20.0,0.08,0.3,99.38,0.04,0.1
EN 1.0034 (E195) Non-Alloy Steel,Iron Alloy,340.0,9.0,190000.0,73000.0,7.9,53.0,103.5,0.29,400.0,18.0,0.7,5.5,100.0,0.06,0.1
EN 1.1191 (C45E) Non-Alloy Steel,Iron Alloy,630.0,16.0,190000.0,72000.0,7.8,48.0,190.0,0.29,400.0,19.0,0.1,0.4,99.08,0.06,0.1
EN 1.0571 (P355QH1) Non-Alloy Steel,Iron Alloy,550.0,23.0,190000.0,73000.0,7.8,52.0,160.0,0.29,400.0,21.0,0.08,0.3,99.0,0.06,0.02
SAE-AISI 1035 (G10350) Carbon Steel,Iron Alloy,570.0,13.0,190000.0,73000.0,7.8,51.0,170.0,0.29,400.0,18.0,0.7,5.5,99.08,0.06,0.1
EN 1.1140 (C15R) Non-Alloy Steel,Iron Alloy,430.0,28.0,190000.0,73000.0,7.8,51.0,130.0,0.29,400.0,18.0,0.7,5.5,99.56,0.06,0.1
SAE-AISI 1021 (G10210) Carbon Steel,Iron Alloy,480.0,17.0,190000.0,73000.0,7.9,52.0,140.0,0.29,400.0,18.0,0.7,5.5,99.22,0.06,0.1
EN 1.0225 (E275) Non-Alloy Steel,Iron Alloy,440.0,6.7,190000.0,73000.0,7.8,52.0,135.0,0.29,400.0,18.0,0.7,5.5,100.0,0.06,0.1
EN 1.0255 (P235TR2) Non-Alloy Steel,Iron Alloy,430.0,27.0,190000.0,73000.0,7.8,40.0,120.0,0.29,400.0,19.0,0.08,0.3,99.98,0.04,0.1
EN 1.0352 (P245GH) Non-Alloy Steel,Iron Alloy,470.0,27.0,190000.0,73000.0,7.8,51.0,140.0,0.29,400.0,18.0,0.7,5.5,99.42,0.06,0.1
EN 1.0540 (C50) Non-Alloy Steel,Iron Alloy,660.0,14.0,190000.0,72000.0,7.8,48.0,190.0,0.29,400.0,19.0,0.1,0.4,98.9,0.06,0.1
EN 1.1203 (C55E) Non-Alloy Steel,Iron Alloy,690.0,12.0,190000.0,72000.0,7.8,48.0,215.0,0.29,400.0,19.0,0.1,0.4,98.9,0.06,0.1
EN 1.0511 (C40) Non-Alloy Steel,Iron Alloy,590.0,17.0,190000.0,73000.0,7.8,48.0,170.0,0.29,400.0,19.0,0.1,0.4,99.13,0.06,0.1
EN 1.0050 (E295) Non-Alloy Steel,Iron Alloy,530.0,18.0,190000.0,73000.0,7.9,53.0,150.0,0.29,400.0,18.0,0.7,5.5,100.0,0.06,0.014
EN 1.0117 (S235J2) Non-Alloy Steel,Iron Alloy,430.0,25.0,190000.0,73000.0,7.9,52.0,120.0,0.29,400.0,18.0,0.7,5.5,100.0,0.06,0.1
"SAE-AISI 1070 (C70, 1.1520,G10700) Carbon Steel",Iron Alloy,640.0,10.0,190000.0,72000.0,7.8,50.0,210.0,0.29,400.0,19.0,0.7,5.5,98.8,0.06,0.1
"SAE-AISI 1095 (SUP4, 1.1274, C100S, G10950) Carbon Steel",Iron Alloy,680.0,10.0,190000.0,72000.0,7.8,47.0,235.0,0.29,400.0,19.0,0.7,5.5,98.8,0.06,0.1
ASTM A372 Grade D Carbon Steel,Iron Alloy,810.0,17.0,190000.0,73000.0,7.8,51.0,250.0,0.29,400.0,20.0,0.27,5.5,97.9,0.06,0.1
EN 1.0348 (P195GH) Non-Alloy Steel,Iron Alloy,380.0,28.0,190000.0,73000.0,7.9,50.0,110.0,0.29,400.0,19.0,0.08,0.3,99.98,0.04,0.1
SAE-AISI 1016 (G10160) Carbon Steel,Iron Alloy,430.0,21.0,190000.0,73000.0,7.9,52.0,130.0,0.29,400.0,18.0,0.7,5.5,99.27,0.06,0.1
SAE-AISI 1074 (G10740) Carbon Steel,Iron Alloy,740.0,11.0,190000.0,72000.0,7.8,50.0,235.0,0.29,400.0,19.0,0.7,5.5,98.8,0.06,0.1
ASTM A227 Spring Steel,Iron Alloy,1720.0,12.0,190000.0,72000.0,7.8,52.0,570.0,0.29,400.0,19.0,0.7,5.5,99.1,0.06,0.1
SAE-AISI 1043 (G10430) Carbon Steel,Iron Alloy,650.0,13.0,190000.0,73000.0,7.8,51.0,195.0,0.29,400.0,18.0,0.7,5.5,98.9,0.06,0.1
EN 1.1060 (C35RC) Non-Alloy Steel,Iron Alloy,490.0,20.0,190000.0,72000.0,7.8,51.0,155.0,0.29,400.0,18.0,0.7,5.5,99.16,0.06,0.1
SAE-AISI 1084 (G10840) Carbon Steel,Iron Alloy,780.0,11.0,190000.0,72000.0,7.8,51.0,245.0,0.29,400.0,19.0,0.7,5.5,98.6,0.06,0.1
EN 1.0565 (P355NH) Non-Alloy Steel,Iron Alloy,550.0,24.0,190000.0,73000.0,7.8,50.0,160.0,0.29,400.0,22.0,0.08,0.5,99.0,0.03,0.02
SAE-AISI 1019 (G10190) Carbon Steel,Iron Alloy,470.0,17.0,190000.0,73000.0,7.9,52.0,135.0,0.29,400.0,18.0,0.7,5.5,99.15,0.06,0.1
EN 1.0478 (P285QH) Non-Alloy Steel,Iron Alloy,440.0,24.0,190000.0,73000.0,7.8,49.0,130.0,0.29,400.0,20.0,0.08,0.3,99.4,0.06,0.02
EN 1.1121 (C10E) Non-Alloy Steel,Iron Alloy,400.0,28.0,190000.0,73000.0,7.8,53.0,120.0,0.29,400.0,18.0,0.7,5.5,99.63,0.06,0.1
"SAE-AISI 1086 (1.1269,G10860) Carbon Steel",Iron Alloy,760.0,11.0,190000.0,72000.0,7.8,50.0,240.0,0.29,400.0,19.0,0.7,5.5,98.9,0.06,0.1
ASTM A285 Carbon Steel,Iron Alloy,380.0,30.0,190000.0,73000.0,7.9,53.0,120.0,0.29,400.0,18.0,0.7,5.5,93.6,0.06,0.1
SAE-AISI 1046 (G10460) Carbon Steel,Iron Alloy,660.0,14.0,190000.0,72000.0,7.8,51.0,200.0,0.29,400.0,18.0,0.7,5.5,98.9,0.06,0.1
ASTM A369 Grade FPA Carbon Steel,Iron Alloy,380.0,27.0,190000.0,73000.0,7.8,52.0,110.0,0.29,400.0,18.0,0.7,5.5,99.63,0.06,0.1
EN 1.0234 (C15C) Non-Alloy Steel,Iron Alloy,350.0,12.0,190000.0,73000.0,7.9,53.0,120.0,0.29,400.0,18.0,0.7,5.5,99.5,0.06,0.1
SAE-AISI 1064 (G10640) Carbon Steel,Iron Alloy,720.0,12.0,190000.0,72000.0,7.8,51.0,220.0,0.29,400.0,19.0,0.7,5.5,98.9,0.06,0.1
EN 1.1141 (C15E) Non-Alloy Steel,Iron Alloy,420.0,28.0,190000.0,73000.0,7.8,51.0,120.0,0.29,400.0,18.0,0.7,5.5,99.58,0.06,0.1
EN 1.1170 (28Mn6) Non-Alloy Steel,Iron Alloy,640.0,16.0,190000.0,73000.0,7.8,50.0,195.0,0.29,400.0,19.0,0.1,0.4,98.5,0.06,0.1
EN 1.1133 (20Mn5) Non-Alloy Steel,Iron Alloy,580.0,19.0,190000.0,73000.0,7.8,49.0,175.0,0.29,400.0,19.0,0.1,0.4,98.8,0.06,0.1
EN 1.0345 (P235GH) Non-Alloy Steel,Iron Alloy,420.0,27.0,190000.0,73000.0,7.9,49.0,120.0,0.29,400.0,19.0,0.08,0.3,99.38,0.03,0.012
EN 1.0314 (C2C) Non-Alloy Steel,Iron Alloy,320.0,24.0,190000.0,73000.0,7.9,53.0,106.0,0.29,400.0,18.0,0.7,5.5,99.78,0.06,0.1
EN 1.0145 (S275J2) Non-Alloy Steel,Iron Alloy,470.0,21.0,190000.0,73000.0,7.9,51.0,140.0,0.29,400.0,18.0,0.7,5.5,100.0,0.06,0.1
EN 1.0644 (E590K2) Non-Alloy Steel,Iron Alloy,690.0,17.0,190000.0,73000.0,7.8,47.0,200.0,0.29,400.0,24.0,0.08,0.4,98.4,0.05,0.02
EN 1.0601 (C60) Non-Alloy Steel,Iron Alloy,730.0,11.0,190000.0,72000.0,7.8,48.0,210.0,0.29,400.0,19.0,0.1,0.4,98.8,0.06,0.1
SAE-AISI 1044 (G10440) Carbon Steel,Iron Alloy,620.0,18.0,190000.0,72000.0,7.8,51.0,180.0,0.29,400.0,18.0,0.7,5.5,99.27,0.06,0.1
EN 1.0213 (C8C) Non-Alloy Steel,Iron Alloy,320.0,12.0,190000.0,73000.0,7.9,53.0,106.0,0.29,400.0,18.0,0.7,5.5,99.67,0.06,0.1
SAE-AISI 1017 (G10170) Carbon Steel,Iron Alloy,420.0,20.0,190000.0,73000.0,7.9,53.0,125.0,0.29,400.0,18.0,0.7,5.5,99.55,0.06,0.1
